,Category,Rating,Reviews,Size,Installs,Free,Price,Avalible_age,Genres
35,ART_AND_DESIGN,3.8,564,9200000.0,100000,0,0.0,0,Art & Design
36,ART_AND_DESIGN,4.7,8145,24000000.0,500000,0,0.0,0,Art & Design;Creativity
37,ART_AND_DESIGN,4.1,36639,24000000.0,5000000,0,0.0,0,Art & Design
38,ART_AND_DESIGN,4.7,158,11000000.0,10000,0,0.0,0,Art & Design
39,ART_AND_DESIGN,4.0,591,9400000.0,500000,0,0.0,0,Art & Design
40,ART_AND_DESIGN,4.2,117,15000000.0,10000,0,0.0,0,Art & Design
41,ART_AND_DESIGN,4.5,176,10000000.0,100000,0,0.0,0,Art & Design
42,ART_AND_DESIGN,4.4,295221,10000000.0,10000000,0,0.0,0,Art & Design
43,ART_AND_DESIGN,3.8,2206,1200000.0,100000,0,0.0,0,Art & Design;Creativity
44,ART_AND_DESIGN,4.2,26,12000000.0,10000,0,0.0,0,Art & Design
45,ART_AND_DESIGN,4.7,174531,24000000.0,10000000,0,0.0,0,Art & Design
46,ART_AND_DESIGN,4.6,1070,26000000.0,100000,0,0.0,0,Art & Design
47,ART_AND_DESIGN,4.2,85,8000000.0,100000,0,0.0,0,Art & Design
48,ART_AND_DESIGN,4.3,845,7900000.0,100000,0,0.0,0,Art & Design
49,AUTO_AND_VEHICLES,4.2,367,25000000.0,100000,0,0.0,0,Auto & Vehicles
50,AUTO_AND_VEHICLES,4.0,1598,56000000.0,1000000,0,0.0,0,Auto & Vehicles
51,AUTO_AND_VEHICLES,3.8,284,57000000.0,100000,0,0.0,0,Auto & Vehicles
52,AUTO_AND_VEHICLES,4.6,17057,57000000.0,1000000,0,0.0,0,Auto & Vehicles
53,AUTO_AND_VEHICLES,3.9,129,35000000.0,100000,0,0.0,0,Auto & Vehicles
54,AUTO_AND_VEHICLES,4.3,542,33000000.0,100000,0,0.0,0,Auto & Vehicles
55,AUTO_AND_VEHICLES,4.9,10479,33000000.0,100000,0,0.0,0,Auto & Vehicles
56,AUTO_AND_VEHICLES,4.4,805,5600000.0,50000,0,0.0,0,Auto & Vehicles
57,AUTO_AND_VEHICLES,4.2,129,54000000.0,100000,0,0.0,0,Auto & Vehicles
58,AUTO_AND_VEHICLES,4.0,1403,201000.0,100000,0,0.0,0,Auto & Vehicles
59,AUTO_AND_VEHICLES,3.9,3971,3600000.0,100000,0,0.0,0,Auto & Vehicles
60,AUTO_AND_VEHICLES,4.6,534,5700000.0,10000,0,0.0,0,Auto & Vehicles
61,AUTO_AND_VEHICLES,4.9,7774,17000000.0,100000,0,0.0,0,Auto & Vehicles
62,AUTO_AND_VEHICLES,4.3,38846,8600000.0,1000000,0,0.0,0,Auto & Vehicles
63,AUTO_AND_VEHICLES,4.6,2431,2400000.0,100000,0,0.0,0,Auto & Vehicles
64,AUTO_AND_VEHICLES,4.9,6090,27000000.0,100000,0,0.0,0,Auto & Vehicles
65,AUTO_AND_VEHICLES,3.9,295,2700000.0,10000,0,0.0,0,Auto & Vehicles
66,AUTO_AND_VEHICLES,4.0,190,2500000.0,50000,0,0.0,0,Auto & Vehicles
67,AUTO_AND_VEHICLES,4.3,40211,2500000.0,5000000,0,0.0,0,Auto & Vehicles
68,AUTO_AND_VEHICLES,3.9,356,2500000.0,100000,0,0.0,0,Auto & Vehicles
69,AUTO_AND_VEHICLES,4.2,52530,7000000.0,5000000,0,0.0,0,Auto & Vehicles
70,AUTO_AND_VEHICLES,4.8,116986,35000000.0,5000000,0,0.0,0,Auto & Vehicles
71,AUTO_AND_VEHICLES,3.6,1379,16000000.0,500000,0,0.0,0,Auto & Vehicles
72,AUTO_AND_VEHICLES,4.2,271920,16000000.0,10000000,0,0.0,1,Auto & Vehicles
73,AUTO_AND_VEHICLES,4.8,736,16000000.0,100000,0,0.0,0,Auto & Vehicles
74,AUTO_AND_VEHICLES,4.8,7021,17000000.0,500000,0,0.0,0,Auto & Vehicles
75,AUTO_AND_VEHICLES,4.6,197,3400000.0,50000,0,0.0,0,Auto & Vehicles
76,AUTO_AND_VEHICLES,4.5,737,8900000.0,100000,0,0.0,0,Auto & Vehicles
77,AUTO_AND_VEHICLES,4.3,3574,3900000.0,1000000,0,0.0,1,Auto & Vehicles
78,AUTO_AND_VEHICLES,4.5,994,2900000.0,100000,0,0.0,0,Auto & Vehicles
79,AUTO_AND_VEHICLES,4.9,197136,38000000.0,1000000,0,0.0,0,Auto & Vehicles
80,AUTO_AND_VEHICLES,3.9,142,32000000.0,50000,0,0.0,0,Auto & Vehicles
81,AUTO_AND_VEHICLES,4.4,15168,37000000.0,1000000,0,0.0,0,Auto & Vehicles
82,AUTO_AND_VEHICLES,4.0,2155,15000000.0,500000,0,0.0,0,Auto & Vehicles
83,AUTO_AND_VEHICLES,4.3,138,5400000.0,100000,0,0.0,0,Auto & Vehicles
84,AUTO_AND_VEHICLES,3.7,5414,18000000.0,1000000,0,0.0,0,Auto & Vehicles
85,AUTO_AND_VEHICLES,4.4,21777,18000000.0,1000000,0,0.0,0,Auto & Vehicles
86,AUTO_AND_VEHICLES,4.3,348,38000000.0,100000,0,0.0,0,Auto & Vehicles
87,AUTO_AND_VEHICLES,3.2,250,1100000.0,100000,0,0.0,0,Auto & Vehicles
88,AUTO_AND_VEHICLES,4.6,13372,1100000.0,1000000,0,0.0,0,Auto & Vehicles
89,AUTO_AND_VEHICLES,4.6,7880,1100000.0,100000,0,0.0,0,Auto & Vehicles
90,AUTO_AND_VEHICLES,4.5,3617,7900000.0,100000,0,0.0,0,Auto & Vehicles
91,AUTO_AND_VEHICLES,3.7,4806,35000000.0,1000000,0,0.0,0,Auto & Vehicles
92,AUTO_AND_VEHICLES,4.6,65786,35000000.0,1000000,0,0.0,0,Auto & Vehicles
93,AUTO_AND_VEHICLES,4.6,31433,17000000.0,1000000,0,0.0,0,Auto & Vehicles
94,AUTO_AND_VEHICLES,4.6,5097,19000000.0,1000000,0,0.0,0,Auto & Vehicles
95,AUTO_AND_VEHICLES,4.0,1754,14000000.0,500000,0,0.0,0,Auto & Vehicles
96,AUTO_AND_VEHICLES,4.4,2680,2200000.0,500000,0,0.0,0,Auto & Vehicles
97,AUTO_AND_VEHICLES,4.0,1288,4500000.0,100000,0,0.0,0,Auto & Vehicles
98,BEAUTY,4.7,18900,17000000.0,500000,0,0.0,0,Beauty
99,BEAUTY,4.9,49790,14000000.0,1000000,0,0.0,0,Beauty
100,BEAUTY,4.7,1150,9800000.0,100000,0,0.0,0,Beauty
101,BEAUTY,3.9,1739,21000000.0,500000,0,0.0,0,Beauty
102,BEAUTY,3.9,32090,21000000.0,1000000,0,0.0,0,Beauty
103,BEAUTY,4.2,2225,52000000.0,500000,0,0.0,0,Beauty
104,BEAUTY,4.6,4369,14000000.0,100000,0,0.0,0,Beauty
105,BEAUTY,4.3,8572,25000000.0,1000000,0,0.0,0,Beauty
106,BEAUTY,4.7,964,9000000.0,50000,0,0.0,0,Beauty
107,BEAUTY,4.7,42050,9000000.0,1000000,0,0.0,0,Beauty
108,BEAUTY,4.8,104,12000000.0,10000,0,0.0,0,Beauty
109,BEAUTY,4.2,17934,12000000.0,1000000,0,0.0,0,Beauty
110,BEAUTY,4.3,601,35000000.0,100000,0,0.0,0,Beauty
111,BEAUTY,4.5,36,6700000.0,10000,0,0.0,0,Beauty
112,BEAUTY,4.1,187,30000000.0,50000,0,0.0,1,Beauty
114,BEAUTY,4.2,30,2900000.0,10000,0,0.0,0,Beauty
115,BEAUTY,4.5,134,17000000.0,10000,0,0.0,0,Beauty
116,BEAUTY,4.4,74,2900000.0,10000,0,0.0,0,Beauty
117,BEAUTY,4.0,113715,2900000.0,10000000,0,0.0,0,Beauty
118,BEAUTY,4.1,3595,2900000.0,500000,0,0.0,0,Beauty
119,BEAUTY,4.1,9315,2600000.0,1000000,0,0.0,0,Beauty
120,BEAUTY,4.4,75,4200000.0,50000,0,0.0,0,Beauty
121,BEAUTY,4.6,38,7100000.0,10000,0,0.0,0,Beauty
122,BEAUTY,4.5,26834,57000000.0,1000000,0,0.0,0,Beauty
124,BEAUTY,3.9,2277,22000000.0,500000,0,0.0,0,Beauty
125,BEAUTY,4.4,2280,24000000.0,500000,0,0.0,0,Beauty
127,BEAUTY,4.6,184,21000000.0,10000,0,0.0,0,Beauty
128,BEAUTY,3.8,9,3400000.0,5000,0,0.0,0,Beauty
131,BEAUTY,4.0,364,6400000.0,100000,0,0.0,0,Beauty
132,BEAUTY,4.3,18,3200000.0,5000,0,0.0,0,Beauty
133,BEAUTY,4.5,473,8199999.999999999,100000,0,0.0,2,Beauty
135,BEAUTY,4.1,66,2900000.0,10000,0,0.0,0,Beauty
136,BEAUTY,3.7,3871,23000000.0,1000000,0,0.0,0,Beauty
137,BEAUTY,4.7,257,4600000.0,50000,0,0.0,0,Beauty
138,BEAUTY,4.2,62,3100000.0,10000,0,0.0,0,Beauty
139,BOOKS_AND_REFERENCE,4.6,2914724,3100000.0,100000000,0,0.0,1,Books & Reference
140,BOOKS_AND_REFERENCE,4.5,1857,4900000.0,50000,0,0.0,0,Books & Reference
141,BOOKS_AND_REFERENCE,4.6,4478,9500000.0,100000,0,0.0,1,Books & Reference
142,BOOKS_AND_REFERENCE,4.4,577550,9500000.0,10000000,0,0.0,0,Books & Reference
143,BOOKS_AND_REFERENCE,4.2,814080,9500000.0,100000000,0,0.0,1,Books & Reference
144,BOOKS_AND_REFERENCE,4.5,246315,9500000.0,10000000,0,0.0,0,Books & Reference
145,BOOKS_AND_REFERENCE,4.5,454060,9500000.0,10000000,0,0.0,0,Books & Reference
146,BOOKS_AND_REFERENCE,4.5,155446,9500000.0,10000000,0,0.0,1,Books & Reference
147,BOOKS_AND_REFERENCE,4.5,418,4200000.0,100000,0,0.0,0,Books & Reference
148,BOOKS_AND_REFERENCE,4.4,22486,5400000.0,1000000,0,0.0,1,Books & Reference
149,BOOKS_AND_REFERENCE,4.5,203130,5400000.0,10000000,0,0.0,0,Books & Reference
150,BOOKS_AND_REFERENCE,4.6,1435,2800000.0,500000,0,0.0,0,Books & Reference
151,BOOKS_AND_REFERENCE,4.8,116507,5000000.0,1000000,0,0.0,1,Books & Reference
152,BOOKS_AND_REFERENCE,3.9,1433233,5000000.0,1000000000,0,0.0,1,Books & Reference
153,BOOKS_AND_REFERENCE,4.6,90468,5900000.0,5000000,0,0.0,0,Books & Reference
154,BOOKS_AND_REFERENCE,4.2,860,13000000.0,100000,0,0.0,0,Books & Reference
155,BOOKS_AND_REFERENCE,4.1,363934,7100000.0,10000000,0,0.0,0,Books & Reference
156,BOOKS_AND_REFERENCE,4.7,967,6700000.0,500000,0,0.0,0,Books & Reference
157,BOOKS_AND_REFERENCE,4.2,87873,6700000.0,10000000,0,0.0,1,Books & Reference
158,BOOKS_AND_REFERENCE,4.3,17506,17000000.0,1000000,0,0.0,0,Books & Reference
159,BOOKS_AND_REFERENCE,3.3,1862,19000000.0,1000000,0,0.0,0,Books & Reference
160,BOOKS_AND_REFERENCE,4.6,2084,6700000.0,500000,0,0.0,0,Books & Reference
161,BOOKS_AND_REFERENCE,4.8,47303,21000000.0,1000000,0,0.0,0,Books & Reference
162,BOOKS_AND_REFERENCE,4.7,19080,21000000.0,500000,0,0.0,0,Books & Reference
164,BOOKS_AND_REFERENCE,4.1,85842,37000000.0,5000000,0,0.0,0,Books & Reference
165,BOOKS_AND_REFERENCE,4.6,7831,15000000.0,100000,0,0.0,1,Books & Reference
166,BOOKS_AND_REFERENCE,4.1,91615,23000000.0,5000000,0,0.0,2,Books & Reference
167,BOOKS_AND_REFERENCE,4.6,4620,19000000.0,500000,0,0.0,0,Books & Reference
168,BOOKS_AND_REFERENCE,4.7,21336,23000000.0,1000000,0,0.0,0,Books & Reference
169,BOOKS_AND_REFERENCE,4.5,26875,73000000.0,500000,0,0.0,0,Books & Reference
170,BOOKS_AND_REFERENCE,3.9,1778,4900000.0,500000,0,0.0,2,Books & Reference
171,BOOKS_AND_REFERENCE,4.4,2709,6800000.0,1000000,0,0.0,0,Books & Reference
172,BOOKS_AND_REFERENCE,4.3,64513,6800000.0,5000000,0,0.0,0,Books & Reference
173,BOOKS_AND_REFERENCE,4.2,8342,6800000.0,10000000,0,0.0,0,Books & Reference
174,BOOKS_AND_REFERENCE,4.5,527,2900000.0,100000,0,0.0,0,Books & Reference
175,BOOKS_AND_REFERENCE,4.4,1322,3500000.0,100000,0,0.0,0,Books & Reference
176,BOOKS_AND_REFERENCE,3.4,1680,4000000.0,100000,0,0.0,0,Books & Reference
177,BOOKS_AND_REFERENCE,4.9,2739,21000000.0,50000,0,0.0,0,Books & Reference
178,BOOKS_AND_REFERENCE,4.6,1065,2300000.0,500000,0,0.0,0,Books & Reference
179,BOOKS_AND_REFERENCE,4.4,233757,2300000.0,10000000,0,0.0,0,Books & Reference
181,BOOKS_AND_REFERENCE,4.4,8788,10000000.0,1000000,0,0.0,0,Books & Reference
182,BOOKS_AND_REFERENCE,4.4,51269,6100000.0,1000000,0,0.0,0,Books & Reference
183,BOOKS_AND_REFERENCE,4.4,30105,2100000.0,1000000,0,0.0,0,Books & Reference
184,BOOKS_AND_REFERENCE,3.5,156,42000000.0,500000,0,0.0,0,Books & Reference
186,BOOKS_AND_REFERENCE,4.4,341157,30000000.0,10000000,0,0.0,1,Books & Reference
187,BUSINESS,4.1,16129,30000000.0,10000000,0,0.0,0,Business
188,BUSINESS,4.3,674730,30000000.0,50000000,0,0.0,0,Business
189,BUSINESS,4.4,1254730,30000000.0,10000000,0,0.0,0,Business
190,BUSINESS,4.3,85185,29000000.0,5000000,0,0.0,0,Business
191,BUSINESS,4.3,32584,29000000.0,1000000,0,0.0,0,Business
192,BUSINESS,4.1,217730,29000000.0,50000000,0,0.0,0,Business
193,BUSINESS,4.4,70991,29000000.0,5000000,0,0.0,0,Business
194,BUSINESS,4.3,1002861,35000000.0,100000000,0,0.0,0,Business
195,BUSINESS,3.9,16589,9100000.0,1000000,0,0.0,0,Business
196,BUSINESS,4.8,148945,25000000.0,1000000,0,0.0,0,Business
197,BUSINESS,4.5,4458,3900000.0,500000,0,0.0,0,Business
198,BUSINESS,4.4,62272,18000000.0,10000000,0,0.0,0,Business
199,BUSINESS,4.0,8941,12000000.0,5000000,0,0.0,0,Business
200,BUSINESS,4.3,46353,21000000.0,1000000,0,0.0,0,Business
201,BUSINESS,4.0,1279184,21000000.0,50000000,0,0.0,0,Business
202,BUSINESS,4.2,88073,21000000.0,10000000,0,0.0,0,Business
203,BUSINESS,4.5,67000,21000000.0,1000000,0,0.0,0,Business
204,BUSINESS,4.2,159872,21000000.0,10000000,0,0.0,0,Business
205,BUSINESS,4.2,30847,55000000.0,5000000,0,0.0,0,Business
206,BUSINESS,4.6,188841,3200000.0,5000000,0,0.0,0,Business
207,BUSINESS,4.1,11622,3200000.0,5000000,0,0.0,0,Business
208,BUSINESS,4.6,95912,3200000.0,5000000,0,0.0,0,Business
209,BUSINESS,3.1,4034,23000.0,100000,0,0.0,0,Business
210,BUSINESS,3.9,45964,16000000.0,1000000,0,0.0,0,Business
211,BUSINESS,4.3,14955,16000000.0,1000000,0,0.0,0,Business
212,BUSINESS,4.1,6903,14000000.0,1000000,0,0.0,0,Business
213,BUSINESS,4.4,31614,37000000.0,10000000,0,0.0,0,Business
214,BUSINESS,4.1,23055,37000000.0,5000000,0,0.0,0,Business
215,BUSINESS,4.1,19023,37000000.0,1000000,0,0.0,0,Business
216,BUSINESS,4.5,207372,11000000.0,5000000,0,0.0,0,Business
217,BUSINESS,4.4,1225,25000000.0,100000,0,0.0,0,Business
218,BUSINESS,4.4,380837,7300000.0,10000000,0,0.0,0,Business
219,BUSINESS,4.3,10600,6500000.0,1000000,0,0.0,0,Business
220,BUSINESS,4.4,74359,25000000.0,1000000,0,0.0,0,Business
221,BUSINESS,4.6,822,3100000.0,100000,0,0.0,0,Business
222,BUSINESS,4.2,80805,3100000.0,5000000,0,0.0,0,Business
223,BUSINESS,4.4,2287,1500000.0,1000000,0,0.0,0,Business
224,BUSINESS,4.7,4162,7500000.0,100000,0,0.0,0,Business
225,BUSINESS,3.8,14760,8600000.0,50000000,0,0.0,0,Business
226,BUSINESS,3.9,23243,8600000.0,5000000,0,0.0,0,Business
228,BUSINESS,4.3,8978,8600000.0,1000000,0,0.0,0,Business
229,BUSINESS,4.2,80805,8600000.0,5000000,0,0.0,0,Business
230,BUSINESS,4.4,42492,8600000.0,1000000,0,0.0,0,Business
231,BUSINESS,4.7,286897,39000000.0,10000000,0,0.0,0,Business
232,BUSINESS,4.5,103755,14000000.0,10000000,0,0.0,0,Business
233,BUSINESS,4.2,46505,19000000.0,1000000,0,0.0,0,Business
234,BUSINESS,4.7,11442,6800000.0,100000,1,4.99,0,Business
235,BUSINESS,4.8,10295,39000000.0,100000,1,4.99,0,Business
236,BUSINESS,4.2,159872,39000000.0,10000000,0,0.0,0,Business
237,BUSINESS,4.2,296,14000000.0,50000,0,0.0,0,Business
238,BUSINESS,4.3,29313,20000000.0,5000000,0,0.0,0,Business
239,BUSINESS,4.4,70991,20000000.0,5000000,0,0.0,0,Business
240,BUSINESS,4.4,51507,20000000.0,5000000,0,0.0,0,Business
241,BUSINESS,4.1,1802,26000000.0,100000,0,0.0,0,Business
242,BUSINESS,3.8,1383,51000000.0,100000,0,0.0,0,Business
243,BUSINESS,4.3,23175,41000000.0,1000000,0,0.0,0,Business
244,BUSINESS,3.8,5868,20000000.0,500000,0,0.0,0,Business
245,BUSINESS,3.5,2111,20000000.0,100000,0,0.0,0,Business
246,BUSINESS,4.1,5448,12000000.0,500000,0,0.0,0,Business
247,BUSINESS,4.6,4159,48000000.0,500000,0,0.0,0,Business
248,BUSINESS,4.3,20815,10000000.0,1000000,0,0.0,0,Business
249,BUSINESS,4.5,78662,22000000.0,1000000,0,0.0,0,Business
250,BUSINESS,4.1,7149,11000000.0,1000000,0,0.0,0,Business
251,BUSINESS,4.5,3079,8500000.0,100000,0,0.0,0,Business
252,BUSINESS,4.6,5800,8600000.0,100000,0,0.0,0,Business
253,BUSINESS,4.0,6989,8600000.0,1000000,0,0.0,0,Business
254,BUSINESS,4.2,16422,28000000.0,1000000,0,0.0,0,Business
255,BUSINESS,4.4,108741,28000000.0,10000000,0,0.0,0,Business
256,BUSINESS,4.4,31614,37000000.0,10000000,0,0.0,0,Business
257,BUSINESS,4.0,624,9000000.0,100000,0,0.0,0,Business
258,BUSINESS,4.2,1661,46000000.0,100000,0,0.0,0,Business
259,BUSINESS,4.2,97702,46000000.0,5000000,0,0.0,0,Business
260,BUSINESS,4.1,308,14000000.0,50000,0,0.0,0,Business
261,BUSINESS,4.0,6989,14000000.0,1000000,0,0.0,0,Business
262,BUSINESS,3.8,5211,26000000.0,1000000,0,0.0,0,Business
263,BUSINESS,3.9,1058,23000000.0,500000,0,0.0,0,Business
264,BUSINESS,3.9,78172,23000000.0,10000000,0,0.0,0,Business
265,BUSINESS,4.2,159872,23000000.0,10000000,0,0.0,0,Business
266,BUSINESS,4.2,296,14000000.0,50000,0,0.0,0,Business
267,BUSINESS,4.3,29313,20000000.0,5000000,0,0.0,0,Business
268,BUSINESS,4.4,70991,20000000.0,5000000,0,0.0,0,Business
269,BUSINESS,4.4,51507,20000000.0,5000000,0,0.0,0,Business
270,BUSINESS,4.1,1802,26000000.0,100000,0,0.0,0,Business
271,BUSINESS,3.8,1383,51000000.0,100000,0,0.0,0,Business
272,BUSINESS,4.3,23175,41000000.0,1000000,0,0.0,0,Business
273,BUSINESS,3.8,5868,20000000.0,500000,0,0.0,0,Business
274,BUSINESS,3.5,2111,20000000.0,100000,0,0.0,0,Business
275,BUSINESS,4.1,5448,12000000.0,500000,0,0.0,0,Business
276,BUSINESS,4.6,4159,48000000.0,500000,0,0.0,0,Business
277,BUSINESS,4.3,20815,10000000.0,1000000,0,0.0,0,Business
278,BUSINESS,4.5,78662,22000000.0,1000000,0,0.0,0,Business
279,BUSINESS,4.1,7149,11000000.0,1000000,0,0.0,0,Business
280,BUSINESS,4.5,3079,8500000.0,100000,0,0.0,0,Business
281,BUSINESS,4.6,5800,8600000.0,100000,0,0.0,0,Business
282,BUSINESS,4.0,6989,8600000.0,1000000,0,0.0,0,Business
283,BUSINESS,4.2,16422,28000000.0,1000000,0,0.0,0,Business
284,BUSINESS,4.3,8978,28000000.0,1000000,0,0.0,0,Business
285,BUSINESS,4.2,80804,28000000.0,5000000,0,0.0,0,Business
286,BUSINESS,4.4,42492,28000000.0,1000000,0,0.0,0,Business
287,BUSINESS,4.7,286897,39000000.0,10000000,0,0.0,0,Business
288,BUSINESS,4.5,103755,14000000.0,10000000,0,0.0,0,Business
289,BUSINESS,4.2,46505,19000000.0,1000000,0,0.0,0,Business
290,BUSINESS,4.7,11442,6800000.0,100000,1,4.99,0,Business
291,BUSINESS,4.8,10295,39000000.0,100000,1,4.99,0,Business
292,BUSINESS,4.1,217730,39000000.0,50000000,0,0.0,0,Business
293,BUSINESS,4.3,1002859,35000000.0,100000000,0,0.0,0,Business
294,BUSINESS,4.4,51510,35000000.0,5000000,0,0.0,0,Business
295,BUSINESS,4.5,413,29000000.0,10000,0,0.0,0,Business
296,BUSINESS,4.3,23175,41000000.0,1000000,0,0.0,0,Business
297,COMICS,4.5,1013635,41000000.0,10000000,0,0.0,1,Comics
298,COMICS,4.6,24005,4900000.0,500000,0,0.0,2,Comics
299,COMICS,4.7,57106,27000000.0,1000000,0,0.0,1,Comics
300,COMICS,4.7,2249,32000000.0,500000,0,0.0,0,Comics
301,COMICS,4.8,516,12000000.0,50000,0,0.0,0,Comics;Creativity
302,COMICS,3.9,834,15000000.0,50000,0,0.0,2,Comics
303,COMICS,4.1,1010,11000000.0,50000,0,0.0,2,Comics
304,COMICS,4.4,238970,28000000.0,1000000,0,0.0,1,Comics
305,COMICS,4.6,302,2200000.0,10000,0,0.0,1,Comics
306,COMICS,4.5,438,3400000.0,10000,0,0.0,0,Comics
307,COMICS,4.7,73,8300000.000000001,10000,0,0.0,0,Comics
308,COMICS,4.4,39,4300000.0,10000,0,0.0,1,Comics
309,COMICS,4.5,144,4700000.0,10000,0,0.0,0,Comics
310,COMICS,3.9,2181,10000000.0,100000,0,0.0,1,Comics
311,COMICS,3.2,93965,15000000.0,5000000,0,0.0,1,Comics
312,COMICS,3.2,1446,7100000.0,100000,0,0.0,2,Comics
313,COMICS,4.1,12088,21000000.0,1000000,0,0.0,2,Comics
314,COMICS,4.5,314,6100000.0,100000,0,0.0,0,Comics
315,COMICS,4.2,25671,6100000.0,1000000,0,0.0,1,Comics
316,COMICS,4.2,15194,15000000.0,1000000,0,0.0,1,Comics
317,COMICS,3.7,22551,11000000.0,1000000,0,0.0,1,Comics
318,COMICS,4.5,29839,29000000.0,1000000,0,0.0,1,Comics
319,COMICS,4.6,279,3300000.0,100000,0,0.0,0,Comics
320,COMICS,4.5,564387,3300000.0,5000000,0,0.0,0,Comics
322,COMICS,4.7,1677,40000000.0,100000,0,0.0,0,Comics
323,COMICS,4.4,757,10000000.0,10000,0,0.0,1,Comics
324,COMICS,3.5,115,9100000.0,10000,0,0.0,2,Comics
325,COMICS,3.3,125,4700000.0,5000,0,0.0,1,Comics
326,COMICS,4.5,9952,38000000.0,500000,0,0.0,1,Comics
327,COMICS,4.4,18814,38000000.0,1000000,0,0.0,2,Comics
328,COMICS,4.2,21,6700000.0,5000,0,0.0,0,Comics
329,COMICS,5.0,15,37000000.0,1000,0,0.0,0,Comics
330,COMICS,4.4,51981,37000000.0,5000000,0,0.0,0,Comics
331,COMICS,4.7,3596,7800000.0,10000,0,0.0,1,Comics
332,COMICS,4.4,1006,19000000.0,50000,0,0.0,0,Comics
333,COMICS,4.4,5968,5700000.0,1000000,0,0.0,0,Comics
334,COMICS,4.6,4895,35000000.0,100000,0,0.0,0,Comics
335,COMMUNICATION,4.0,56642847,35000000.0,1000000000,0,0.0,0,Communication
336,COMMUNICATION,4.4,69119316,35000000.0,1000000000,0,0.0,0,Communication
337,COMMUNICATION,4.3,125257,17000000.0,10000000,0,0.0,1,Communication
338,COMMUNICATION,4.3,9642995,17000000.0,1000000000,0,0.0,0,Communication
339,COMMUNICATION,4.4,1429035,17000000.0,100000000,0,0.0,0,Communication
340,COMMUNICATION,4.3,4604324,17000000.0,1000000000,0,0.0,0,Communication
341,COMMUNICATION,4.0,3419249,17000000.0,1000000000,0,0.0,0,Communication
342,COMMUNICATION,4.3,11334799,17000000.0,500000000,0,0.0,0,Communication
343,COMMUNICATION,4.3,158679,8800000.0,5000000,0,0.0,0,Communication
344,COMMUNICATION,4.4,3075028,8800000.0,100000000,0,0.0,0,Communication
345,COMMUNICATION,4.3,4187998,16000000.0,100000000,0,0.0,0,Communication
